date,annee,mois,type_bien,surface,prix,prix_m2,pieces,code_postal,quartier
2023-05-24,2023,5,Appartement,83.0,202000.0,2433.73,4,83000,Centre-ville
2023-05-16,2023,5,Appartement,39.0,98000.0,2512.82,1,83000,Centre-ville
2023-06-01,2023,6,Appartement,79.0,285000.0,3607.59,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-08,2023,6,Appartement,68.0,129900.0,1910.29,4,83200,Est (La Valette / La Garde)
2023-05-26,2023,5,Appartement,62.0,435000.0,7016.13,3,83000,Centre-ville
2023-05-26,2023,5,Maison,101.0,435000.0,4306.93,6,83000,Centre-ville
2023-06-08,2023,6,Appartement,43.0,225000.0,5232.56,1,83000,Centre-ville
2023-05-30,2023,5,Appartement,24.0,73000.0,3041.67,1,83000,Centre-ville
2023-06-05,2023,6,Appartement,74.0,352500.0,4763.51,3,83000,Centre-ville
2023-06-01,2023,6,Appartement,75.0,135000.0,1800.0,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-07,2023,6,Appartement,73.0,273500.0,3746.58,3,83000,Centre-ville
2023-06-05,2023,6,Appartement,49.0,134000.0,2734.69,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-30,2023,5,Maison,117.0,400000.0,3418.8,4,83000,Centre-ville
2023-05-26,2023,5,Appartement,53.0,138000.0,2603.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-25,2023,5,Appartement,35.0,206200.0,5891.43,2,83000,Centre-ville
2023-06-01,2023,6,Appartement,69.0,125500.0,1818.84,5,83000,Centre-ville
2023-06-01,2023,6,Appartement,82.0,320750.0,3911.59,3,83200,Est (La Valette / La Garde)
2023-06-05,2023,6,Appartement,105.0,232000.0,2209.52,6,83000,Centre-ville
2023-06-06,2023,6,Appartement,81.0,233000.0,2876.54,4,83200,Est (La Valette / La Garde)
2023-05-15,2023,5,Appartement,47.0,230000.0,4893.62,2,83000,Centre-ville
2023-05-15,2023,5,Appartement,42.0,121000.0,2880.95,2,83200,Est (La Valette / La Garde)
2023-06-08,2023,6,Appartement,32.0,124200.0,3881.25,2,83000,Centre-ville
2023-06-06,2023,6,Appartement,37.0,71500.0,1932.43,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-05,2023,6,Appartement,77.0,159000.0,2064.94,4,83200,Est (La Valette / La Garde)
2023-06-05,2023,6,Appartement,60.0,98000.0,1633.33,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-06,2023,6,Appartement,95.0,277875.0,2925.0,4,83000,Centre-ville
2023-06-09,2023,6,Appartement,110.0,352100.0,3200.91,5,83200,Est (La Valette / La Garde)
2023-06-09,2023,6,Appartement,76.0,185000.0,2434.21,4,83200,Est (La Valette / La Garde)
2023-06-08,2023,6,Appartement,81.0,206000.0,2543.21,4,83000,Centre-ville
2023-05-17,2023,5,Appartement,83.0,140000.0,1686.75,4,83000,Centre-ville
2023-05-17,2023,5,Appartement,32.0,115000.0,3593.75,3,83000,Centre-ville
2023-06-02,2023,6,Appartement,58.0,145000.0,2500.0,2,83000,Centre-ville
2023-05-31,2023,5,Appartement,69.0,135000.0,1956.52,4,83000,Centre-ville
2023-06-01,2023,6,Appartement,68.0,168500.0,2477.94,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-05,2023,6,Appartement,68.0,152000.0,2235.29,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-07,2023,6,Appartement,41.0,136000.0,3317.07,3,83000,Centre-ville
2023-06-07,2023,6,Appartement,32.0,310000.0,9687.5,2,83200,Est (La Valette / La Garde)
2023-06-07,2023,6,Appartement,93.0,310000.0,3333.33,4,83200,Est (La Valette / La Garde)
2023-06-09,2023,6,Appartement,66.0,66500.0,1007.58,4,83200,Est (La Valette / La Garde)
2023-06-14,2023,6,Appartement,130.0,260000.0,2000.0,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-26,2023,5,Appartement,66.0,86000.0,1303.03,3,83000,Centre-ville
2023-06-02,2023,6,Maison,136.0,207000.0,1522.06,5,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-02,2023,6,Maison,136.0,117000.0,860.29,5,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-05,2023,6,Appartement,124.0,410000.0,3306.45,5,83000,Centre-ville
2023-06-13,2023,6,Appartement,82.0,284000.0,3463.41,5,83000,Centre-ville
2023-06-07,2023,6,Appartement,30.0,65000.0,2166.67,1,83200,Est (La Valette / La Garde)
2023-06-05,2023,6,Appartement,27.0,65000.0,2407.41,1,83200,Est (La Valette / La Garde)
2023-06-06,2023,6,Appartement,69.0,161000.0,2333.33,3,83200,Est (La Valette / La Garde)
2023-06-06,2023,6,Appartement,20.0,73000.0,3650.0,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-08,2023,6,Appartement,67.0,145000.0,2164.18,4,83200,Est (La Valette / La Garde)
2023-06-13,2023,6,Appartement,64.0,105000.0,1640.62,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-08,2023,6,Appartement,33.0,86000.0,2606.06,1,83000,Centre-ville
2023-06-08,2023,6,Appartement,76.0,275000.0,3618.42,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-06,2023,6,Appartement,48.0,140000.0,2916.67,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-06,2023,6,Appartement,31.0,64000.0,2064.52,2,83000,Centre-ville
2023-06-08,2023,6,Appartement,70.0,166000.0,2371.43,3,83200,Est (La Valette / La Garde)
2023-06-09,2023,6,Appartement,90.0,180300.0,2003.33,4,83000,Centre-ville
2023-05-16,2023,5,Appartement,61.0,172500.0,2827.87,4,83200,Est (La Valette / La Garde)
2023-05-24,2023,5,Appartement,47.0,215000.0,4574.47,2,83000,Centre-ville
2023-05-16,2023,5,Appartement,26.0,115200.0,4430.77,1,83000,Centre-ville
2023-05-26,2023,5,Maison,62.0,266000.0,4290.32,3,83000,Centre-ville
2023-06-14,2023,6,Appartement,55.0,218000.0,3963.64,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-12,2023,6,Appartement,49.0,122000.0,2489.8,3,83200,Est (La Valette / La Garde)
2023-06-15,2023,6,Appartement,47.0,190000.0,4042.55,1,83000,Centre-ville
2023-06-14,2023,6,Appartement,53.0,158500.0,2990.57,3,83000,Centre-ville
2023-06-09,2023,6,Appartement,51.0,84000.0,1647.06,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-13,2023,6,Appartement,85.0,337000.0,3964.71,4,83000,Centre-ville
2023-05-26,2023,5,Appartement,70.0,241000.0,3442.86,4,83000,Centre-ville
2023-06-12,2023,6,Appartement,58.0,129000.0,2224.14,3,83200,Est (La Valette / La Garde)
2023-06-08,2023,6,Appartement,105.0,269000.0,2561.9,4,83200,Est (La Valette / La Garde)
2023-05-24,2023,5,Appartement,68.0,185000.0,2720.59,4,83200,Est (La Valette / La Garde)
2023-05-24,2023,5,Appartement,43.0,65000.0,1511.63,2,83200,Est (La Valette / La Garde)
2023-05-22,2023,5,Appartement,83.0,346500.0,4174.7,4,83200,Est (La Valette / La Garde)
2023-06-16,2023,6,Appartement,102.0,420000.0,4117.65,3,83000,Centre-ville
2023-06-13,2023,6,Appartement,50.0,257400.0,5148.0,3,83000,Centre-ville
2023-06-15,2023,6,Appartement,36.0,95000.0,2638.89,2,83000,Centre-ville
2023-06-09,2023,6,Appartement,55.0,130000.0,2363.64,2,83200,Est (La Valette / La Garde)
2023-06-09,2023,6,Maison,87.0,287989.0,3310.22,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-14,2023,6,Appartement,40.0,154000.0,3850.0,2,83000,Centre-ville
2023-06-13,2023,6,Maison,30.0,148300.0,4943.33,2,83200,Est (La Valette / La Garde)
2023-06-13,2023,6,Appartement,48.0,111000.0,2312.5,2,83000,Centre-ville
2023-05-31,2023,5,Appartement,46.0,288026.38,6261.44,3,83200,Est (La Valette / La Garde)
2023-05-31,2023,5,Appartement,60.0,288026.38,4800.44,3,83200,Est (La Valette / La Garde)
2023-05-30,2023,5,Appartement,67.0,116000.0,1731.34,4,83200,Est (La Valette / La Garde)
2023-06-01,2023,6,Appartement,65.0,237000.0,3646.15,3,83200,Est (La Valette / La Garde)
2023-05-31,2023,5,Appartement,66.0,148000.0,2242.42,3,83200,Est (La Valette / La Garde)
2023-06-15,2023,6,Maison,39.0,217300.0,5571.79,3,83000,Centre-ville
2023-06-13,2023,6,Appartement,66.0,200000.0,3030.3,3,83000,Centre-ville
2023-05-22,2023,5,Appartement,23.0,79000.0,3434.78,1,83000,Centre-ville
2023-05-25,2023,5,Appartement,39.0,130000.0,3333.33,2,83200,Est (La Valette / La Garde)
2023-06-12,2023,6,Appartement,37.0,94900.0,2564.86,2,83000,Centre-ville
2023-06-09,2023,6,Appartement,62.0,195000.0,3145.16,3,83200,Est (La Valette / La Garde)
2023-06-02,2023,6,Appartement,68.0,113341.0,1666.78,3,83000,Centre-ville
2023-06-16,2023,6,Appartement,54.0,85000.0,1574.07,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-23,2023,5,Appartement,30.0,55000.0,1833.33,2,83000,Centre-ville
2023-05-22,2023,5,Appartement,69.0,170000.0,2463.77,4,83200,Est (La Valette / La Garde)
2023-06-09,2023,6,Maison,88.0,413000.0,4693.18,5,83200,Est (La Valette / La Garde)
2023-05-24,2023,5,Appartement,44.0,130000.0,2954.55,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-30,2023,5,Appartement,59.0,134000.0,2271.19,3,83200,Est (La Valette / La Garde)
2023-05-25,2023,5,Appartement,67.0,145000.0,2164.18,3,83000,Centre-ville
2023-05-29,2023,5,Appartement,77.0,234750.0,3048.7,3,83000,Centre-ville
2023-06-14,2023,6,Appartement,16.0,53000.0,3312.5,1,83000,Centre-ville
2023-06-13,2023,6,Maison,77.0,346000.0,4493.51,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-01,2023,6,Appartement,64.0,130000.0,2031.25,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-25,2023,5,Appartement,91.0,153000.0,1681.32,5,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-09,2023,6,Appartement,120.0,360000.0,3000.0,4,83000,Centre-ville
2023-06-12,2023,6,Appartement,41.0,162000.0,3951.22,2,83000,Centre-ville
2023-06-06,2023,6,Appartement,30.0,61000.0,2033.33,2,83200,Est (La Valette / La Garde)
2023-06-14,2023,6,Appartement,79.0,270000.0,3417.72,4,83000,Centre-ville
2023-05-25,2023,5,Appartement,74.0,134500.0,1817.57,4,83200,Est (La Valette / La Garde)
2023-06-19,2023,6,Appartement,17.0,105000.0,6176.47,1,83200,Est (La Valette / La Garde)
2023-06-19,2023,6,Appartement,20.0,105000.0,5250.0,1,83200,Est (La Valette / La Garde)
2023-06-19,2023,6,Appartement,70.0,243500.0,3478.57,4,83000,Centre-ville
2023-06-16,2023,6,Appartement,70.0,181500.0,2592.86,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-29,2023,5,Appartement,69.0,245000.0,3550.72,4,83000,Centre-ville
2023-06-17,2023,6,Appartement,62.0,110000.0,1774.19,2,83000,Centre-ville
2023-06-16,2023,6,Appartement,65.0,182000.0,2800.0,3,83000,Centre-ville
2023-06-08,2023,6,Appartement,42.0,432000.0,10285.71,2,83000,Centre-ville
2023-06-08,2023,6,Appartement,42.0,432000.0,10285.71,2,83000,Centre-ville
2023-06-08,2023,6,Appartement,42.0,432000.0,10285.71,2,83000,Centre-ville
2023-06-08,2023,6,Appartement,42.0,432000.0,10285.71,2,83000,Centre-ville
2023-06-08,2023,6,Appartement,42.0,432000.0,10285.71,2,83000,Centre-ville
2023-06-08,2023,6,Appartement,42.0,432000.0,10285.71,2,83000,Centre-ville
2023-06-06,2023,6,Appartement,25.0,65000.0,2600.0,1,83000,Centre-ville
2023-06-16,2023,6,Appartement,35.0,158000.0,4514.29,1,83000,Centre-ville
2023-06-23,2023,6,Appartement,67.0,212776.0,3175.76,4,83000,Centre-ville
2023-06-20,2023,6,Appartement,80.0,171000.0,2137.5,3,83000,Centre-ville
2023-06-13,2023,6,Appartement,36.0,113880.0,3163.33,1,83000,Centre-ville
2023-06-20,2023,6,Appartement,67.0,60000.0,895.52,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-12,2023,6,Appartement,65.0,118000.0,1815.38,3,83000,Centre-ville
2023-05-31,2023,5,Appartement,20.0,70000.0,3500.0,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-08,2023,6,Appartement,45.0,135000.0,3000.0,3,83200,Est (La Valette / La Garde)
2023-05-31,2023,5,Appartement,74.0,166495.16,2249.93,4,83000,Centre-ville
2023-06-13,2023,6,Appartement,50.0,105000.0,2100.0,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-12,2023,6,Appartement,48.0,202400.0,4216.67,3,83000,Centre-ville
2023-06-06,2023,6,Maison,94.0,360000.0,3829.79,6,83200,Est (La Valette / La Garde)
2023-06-09,2023,6,Appartement,36.0,204800.0,5688.89,2,83200,Est (La Valette / La Garde)
2023-06-01,2023,6,Appartement,24.0,74000.0,3083.33,1,83200,Est (La Valette / La Garde)
2023-06-06,2023,6,Appartement,43.0,62000.0,1441.86,2,83200,Est (La Valette / La Garde)
2023-06-26,2023,6,Appartement,70.0,397700.0,5681.43,3,83000,Centre-ville
2023-06-14,2023,6,Appartement,102.0,259800.0,2547.06,4,83200,Est (La Valette / La Garde)
2023-06-02,2023,6,Appartement,59.0,86500.0,1466.1,3,83000,Centre-ville
2023-06-08,2023,6,Appartement,76.0,214000.0,2815.79,4,83000,Centre-ville
2023-06-20,2023,6,Appartement,20.0,217000.0,10850.0,1,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Appartement,20.0,217000.0,10850.0,1,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Appartement,20.0,217000.0,10850.0,1,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Appartement,28.0,217000.0,7750.0,1,83200,Est (La Valette / La Garde)
2023-06-19,2023,6,Appartement,46.0,220000.0,4782.61,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-22,2023,6,Appartement,40.0,164000.0,4100.0,2,83000,Centre-ville
2023-06-13,2023,6,Appartement,52.0,75462.0,1451.19,3,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Appartement,69.0,250000.0,3623.19,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-23,2023,6,Maison,58.0,295000.0,5086.21,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-20,2023,6,Appartement,70.0,181800.0,2597.14,3,83000,Centre-ville
2023-06-09,2023,6,Appartement,20.0,70500.0,3525.0,1,83000,Centre-ville
2023-06-09,2023,6,Appartement,16.0,74000.0,4625.0,1,83000,Centre-ville
2023-06-13,2023,6,Maison,94.0,326000.0,3468.09,3,83200,Est (La Valette / La Garde)
2023-06-22,2023,6,Appartement,80.0,245000.0,3062.5,4,83000,Centre-ville
2023-06-19,2023,6,Appartement,59.0,159000.0,2694.92,3,83200,Est (La Valette / La Garde)
2023-06-01,2023,6,Appartement,27.0,74000.0,2740.74,1,83200,Est (La Valette / La Garde)
2023-06-02,2023,6,Appartement,26.0,100000.0,3846.15,1,83000,Centre-ville
2023-06-12,2023,6,Appartement,30.0,85471.0,2849.03,1,83200,Est (La Valette / La Garde)
2023-06-22,2023,6,Appartement,45.0,142000.0,3155.56,2,83200,Est (La Valette / La Garde)
2023-06-22,2023,6,Appartement,58.0,158500.0,2732.76,3,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Maison,101.0,224000.0,2217.82,3,83200,Est (La Valette / La Garde)
2023-06-05,2023,6,Appartement,42.0,160000.0,3809.52,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-07,2023,6,Maison,44.0,180000.0,4090.91,3,83200,Est (La Valette / La Garde)
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,3,83000,Centre-ville
2023-06-06,2023,6,Appartement,11.0,75000.0,6818.18,0,83000,Centre-ville
2023-06-06,2023,6,Appartement,35.0,75000.0,2142.86,2,83000,Centre-ville
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,2,83000,Centre-ville
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,3,83000,Centre-ville
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,3,83000,Centre-ville
2023-06-15,2023,6,Appartement,64.0,235000.0,3671.88,4,83200,Est (La Valette / La Garde)
2023-02-23,2023,2,Appartement,72.0,80000.0,1111.11,4,83000,Centre-ville
2023-06-06,2023,6,Appartement,45.0,95000.0,2111.11,2,83200,Est (La Valette / La Garde)
2023-06-12,2023,6,Appartement,31.0,145000.0,4677.42,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-15,2023,6,Appartement,38.0,90000.0,2368.42,2,83200,Est (La Valette / La Garde)
2023-06-28,2023,6,Appartement,44.0,123000.0,2795.45,2,83000,Centre-ville
2023-06-19,2023,6,Maison,58.0,261700.0,4512.07,3,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Appartement,84.0,228000.0,2714.29,4,83000,Centre-ville
2023-06-15,2023,6,Appartement,63.0,203000.0,3222.22,4,83000,Centre-ville
2023-06-14,2023,6,Appartement,32.0,66000.0,2062.5,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-05,2023,6,Appartement,55.0,300000.0,5454.55,3,83000,Centre-ville
2023-06-06,2023,6,Appartement,48.0,110000.0,2291.67,2,83200,Est (La Valette / La Garde)
2023-06-23,2023,6,Appartement,50.0,142000.0,2840.0,2,83200,Est (La Valette / La Garde)
2023-06-23,2023,6,Appartement,40.0,161600.0,4040.0,1,83200,Est (La Valette / La Garde)
2023-06-23,2023,6,Appartement,46.0,140000.0,3043.48,2,83000,Centre-ville
2023-06-09,2023,6,Appartement,72.0,218000.0,3027.78,4,83000,Centre-ville
2023-06-14,2023,6,Appartement,62.0,200378.0,3231.9,4,83000,Centre-ville
2023-06-13,2023,6,Appartement,39.0,122000.0,3128.21,2,83000,Centre-ville
2023-06-20,2023,6,Appartement,35.0,59000.0,1685.71,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-22,2023,6,Appartement,93.0,341276.0,3669.63,5,83000,Centre-ville
2023-06-02,2023,6,Appartement,44.0,125000.0,2840.91,2,83000,Centre-ville
2023-06-21,2023,6,Maison,87.0,275000.0,3160.92,4,83000,Centre-ville
2023-06-23,2023,6,Appartement,38.0,123250.0,3243.42,2,83000,Centre-ville
2023-06-23,2023,6,Appartement,65.0,200000.0,3076.92,3,83000,Centre-ville
2023-06-22,2023,6,Maison,74.0,315800.0,4267.57,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-22,2023,6,Appartement,55.0,141000.0,2563.64,3,83200,Est (La Valette / La Garde)
2023-06-16,2023,6,Appartement,53.0,252000.0,4754.72,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-16,2023,6,Appartement,60.0,180990.0,3016.5,3,83000,Centre-ville
2023-06-09,2023,6,Appartement,63.0,147000.0,2333.33,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-05-31,2023,5,Appartement,43.0,167000.0,3883.72,2,83200,Est (La Valette / La Garde)
2023-06-26,2023,6,Appartement,59.0,240650.0,4078.81,2,83000,Centre-ville
2023-06-23,2023,6,Appartement,24.0,62000.0,2583.33,1,83000,Centre-ville
2023-06-16,2023,6,Maison,77.0,322000.0,4181.82,3,83200,Est (La Valette / La Garde)
2023-06-15,2023,6,Appartement,60.0,110000.0,1833.33,3,83200,Est (La Valette / La Garde)
2023-06-08,2023,6,Appartement,31.0,92100.0,2970.97,1,83000,Centre-ville
2023-06-08,2023,6,Appartement,32.0,92100.0,2878.12,2,83000,Centre-ville
2023-06-16,2023,6,Appartement,54.0,116940.0,2165.56,3,83000,Centre-ville
2023-06-21,2023,6,Appartement,65.0,210000.0,3230.77,3,83000,Centre-ville
2023-06-26,2023,6,Appartement,18.0,96580.0,5365.56,1,83000,Centre-ville
2023-06-22,2023,6,Appartement,17.0,53900.0,3170.59,1,83000,Centre-ville
2023-06-26,2023,6,Appartement,60.0,166000.0,2766.67,3,83200,Est (La Valette / La Garde)
2023-06-22,2023,6,Appartement,46.0,139096.0,3023.83,3,83000,Centre-ville
2023-06-20,2023,6,Appartement,55.0,159000.0,2890.91,2,83000,Centre-ville
2023-06-09,2023,6,Maison,38.0,105000.0,2763.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-09,2023,6,Maison,124.0,105000.0,846.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-09,2023,6,Maison,38.0,105000.0,2763.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-09,2023,6,Maison,124.0,105000.0,846.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-09,2023,6,Maison,38.0,105000.0,2763.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-09,2023,6,Maison,124.0,105000.0,846.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-14,2023,6,Appartement,75.0,450000.0,6000.0,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-19,2023,6,Appartement,66.0,195000.0,2954.55,3,83000,Centre-ville
2023-06-27,2023,6,Appartement,65.0,123500.0,1900.0,4,83200,Est (La Valette / La Garde)
2023-06-14,2023,6,Maison,45.0,60000.0,1333.33,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-15,2023,6,Appartement,18.0,70400.0,3911.11,1,83200,Est (La Valette / La Garde)
2023-06-27,2023,6,Appartement,34.0,78500.0,2308.82,1,83000,Centre-ville
2023-06-15,2023,6,Appartement,42.0,75000.0,1785.71,2,83000,Centre-ville
2023-06-19,2023,6,Appartement,57.0,132000.0,2315.79,3,83200,Est (La Valette / La Garde)
2023-06-16,2023,6,Appartement,60.0,147000.0,2450.0,3,83000,Centre-ville
2023-06-19,2023,6,Appartement,57.0,154000.0,2701.75,3,83000,Centre-ville
2023-06-22,2023,6,Appartement,28.0,76000.0,2714.29,2,83000,Centre-ville
2023-06-19,2023,6,Appartement,120.0,340850.0,2840.42,5,83000,Centre-ville
2023-06-14,2023,6,Maison,50.0,295000.0,5900.0,3,83200,Est (La Valette / La Garde)
2023-06-22,2023,6,Appartement,56.0,158000.0,2821.43,3,83200,Est (La Valette / La Garde)
2023-06-26,2023,6,Appartement,73.0,213000.0,2917.81,3,83200,Est (La Valette / La Garde)
2023-06-28,2023,6,Maison,90.0,412500.0,4583.33,5,83200,Est (La Valette / La Garde)
2023-06-29,2023,6,Appartement,46.0,115000.0,2500.0,2,83200,Est (La Valette / La Garde)
2023-06-23,2023,6,Appartement,16.0,112000.0,7000.0,1,83000,Centre-ville
2023-06-26,2023,6,Appartement,66.0,135000.0,2045.45,4,83000,Centre-ville
2023-06-26,2023,6,Appartement,60.0,130000.0,2166.67,3,83200,Est (La Valette / La Garde)
2023-06-07,2023,6,Appartement,25.0,88000.0,3520.0,1,83000,Centre-ville
2023-06-23,2023,6,Appartement,53.0,280500.0,5292.45,3,83200,Est (La Valette / La Garde)
2023-06-23,2023,6,Appartement,68.0,146800.0,2158.82,4,83200,Est (La Valette / La Garde)
2023-06-28,2023,6,Appartement,65.0,400000.0,6153.85,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-28,2023,6,Appartement,33.0,400000.0,12121.21,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-28,2023,6,Appartement,38.0,400000.0,10526.32,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-28,2023,6,Appartement,32.0,400000.0,12500.0,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-26,2023,6,Appartement,81.0,189000.0,2333.33,5,83200,Est (La Valette / La Garde)
2023-07-01,2023,7,Appartement,61.0,213103.16,3493.49,3,83200,Est (La Valette / La Garde)
2023-06-30,2023,6,Appartement,38.0,155500.0,4092.11,2,83000,Centre-ville
2023-06-16,2023,6,Appartement,43.0,148520.0,3453.95,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-21,2023,6,Appartement,93.0,330000.0,3548.39,5,83000,Centre-ville
2023-06-21,2023,6,Appartement,45.0,108500.0,2411.11,3,83200,Est (La Valette / La Garde)
2023-06-30,2023,6,Appartement,67.0,87500.0,1305.97,4,83200,Est (La Valette / La Garde)
2023-06-30,2023,6,Appartement,90.0,283000.0,3144.44,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-26,2023,6,Appartement,81.0,174000.0,2148.15,4,83000,Centre-ville
2023-06-29,2023,6,Appartement,67.0,153000.0,2283.58,3,83200,Est (La Valette / La Garde)
2023-06-30,2023,6,Appartement,101.0,370257.0,3665.91,5,83000,Centre-ville
2023-06-20,2023,6,Appartement,54.0,126800.0,2348.15,3,83200,Est (La Valette / La Garde)
2023-06-29,2023,6,Appartement,53.0,230000.0,4339.62,2,83000,Centre-ville
2023-06-29,2023,6,Appartement,70.0,128500.0,1835.71,4,83200,Est (La Valette / La Garde)
2023-06-29,2023,6,Appartement,66.0,105000.0,1590.91,4,83200,Est (La Valette / La Garde)
2023-06-21,2023,6,Appartement,54.0,147000.0,2722.22,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-26,2023,6,Appartement,53.0,130640.0,2464.91,3,83000,Centre-ville
2023-06-16,2023,6,Appartement,90.0,225000.0,2500.0,5,83000,Centre-ville
2023-06-23,2023,6,Appartement,58.0,188580.0,3251.38,3,83200,Est (La Valette / La Garde)
2023-06-20,2023,6,Appartement,67.0,268550.0,4008.21,3,83000,Centre-ville
2023-06-30,2023,6,Appartement,67.0,134800.0,2011.94,3,83200,Est (La Valette / La Garde)
2023-06-15,2023,6,Appartement,65.0,173000.0,2661.54,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-07-03,2023,7,Appartement,93.0,155000.0,1666.67,5,83200,Est (La Valette / La Garde)
2023-06-30,2023,6,Appartement,55.0,250000.0,4545.45,2,83000,Centre-ville
2023-06-22,2023,6,Appartement,39.0,116000.0,2974.36,2,83000,Centre-ville
2023-06-27,2023,6,Appartement,40.0,99000.0,2475.0,2,83200,Est (La Valette / La Garde)
2023-06-26,2023,6,Appartement,62.0,188000.0,3032.26,3,83000,Centre-ville
2023-06-26,2023,6,Appartement,82.0,307000.0,3743.9,4,83000,Centre-ville
2023-06-30,2023,6,Appartement,86.0,180000.0,2093.02,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-29,2023,6,Maison,55.0,240000.0,4363.64,4,83200,Est (La Valette / La Garde)
2023-06-23,2023,6,Appartement,70.0,155000.0,2214.29,3,83200,Est (La Valette / La Garde)
2023-07-07,2023,7,Appartement,39.0,140000.0,3589.74,2,83000,Centre-ville
2023-06-09,2023,6,Appartement,57.0,95000.0,1666.67,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-29,2023,6,Appartement,31.0,82000.0,2645.16,1,83000,Centre-ville
2023-06-16,2023,6,Appartement,92.0,299500.0,3255.43,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var)
2023-06-22,2023,6,Appartement,75.0,158940.0,2119.2,4,83000,Centre-ville
