date,annee,mois,type_bien,surface,prix,prix_m2,pieces,code_postal,quartier,latitude,longitude
2023-11-07,2023,11,Appartement,61.0,40000.0,655.74,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.122349,5.962432
2023-11-11,2023,11,Appartement,56.0,120000.0,2142.86,3,83000,Centre-ville,43.12092,5.940774
2023-11-08,2023,11,Appartement,52.0,120000.0,2307.69,3,83000,Centre-ville,43.123396,5.937196
2023-10-23,2023,10,Appartement,62.0,95300.0,1537.1,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125857,5.958167
2023-11-09,2023,11,Appartement,25.0,70000.0,2800.0,1,83000,Centre-ville,43.122918,5.93995
2023-11-06,2023,11,Appartement,56.0,147000.0,2625.0,2,83000,Centre-ville,43.122779,5.931535
2023-11-08,2023,11,Appartement,47.0,130000.0,2765.96,2,83000,Centre-ville,43.12831,5.920845
2023-11-09,2023,11,Appartement,12.0,45500.0,3791.67,1,83000,Centre-ville,43.117958,5.937094
2023-11-13,2023,11,Maison,75.0,130000.0,1733.33,3,83000,Centre-ville,43.117173,5.962103
2023-11-07,2023,11,Appartement,53.0,104000.0,1962.26,3,83200,Est (La Valette / La Garde),43.128757,5.904292
2023-10-27,2023,10,Appartement,41.0,113000.0,2756.1,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121182,5.950633
2023-11-16,2023,11,Appartement,51.0,180000.0,3529.41,3,83000,Centre-ville,43.132635,5.937832
2023-11-06,2023,11,Appartement,42.0,220000.0,5238.1,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.131991,5.966116
2023-11-03,2023,11,Appartement,68.0,209021.7,3073.85,2,83000,Centre-ville,43.127851,5.928565
2023-11-07,2023,11,Appartement,85.0,142000.0,1670.59,4,83000,Centre-ville,43.13057,5.927688
2023-10-31,2023,10,Appartement,103.0,430000.0,4174.76,2,83000,Centre-ville,43.118982,5.9344
2023-11-15,2023,11,Appartement,34.0,86550.0,2545.59,1,83200,Est (La Valette / La Garde),43.136693,5.913978
2023-11-09,2023,11,Appartement,41.0,248000.0,6048.78,3,83000,Centre-ville,43.104977,5.931455
2023-11-17,2023,11,Appartement,58.0,354985.0,6120.43,3,83000,Centre-ville,43.113632,5.966291
2023-11-16,2023,11,Appartement,31.0,154090.0,4970.65,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.12237,5.973428
2023-10-30,2023,10,Appartement,93.0,215000.0,2311.83,5,83200,Est (La Valette / La Garde),43.131164,5.916976
2023-11-09,2023,11,Appartement,76.0,225471.0,2966.72,4,83200,Est (La Valette / La Garde),43.145624,5.888985
2023-11-16,2023,11,Appartement,64.0,220450.0,3444.53,3,83200,Est (La Valette / La Garde),43.135349,5.930088
2023-11-13,2023,11,Appartement,38.0,74000.0,1947.37,1,83000,Centre-ville,43.122842,5.947124
2023-11-13,2023,11,Appartement,43.0,74000.0,1720.93,2,83000,Centre-ville,43.122842,5.947124
2023-11-03,2023,11,Appartement,37.0,138000.0,3729.73,1,83200,Est (La Valette / La Garde),43.160308,5.917898
2023-11-17,2023,11,Maison,56.0,294200.0,5253.57,3,83000,Centre-ville,43.115585,5.949514
2023-11-15,2023,11,Maison,61.0,222000.0,3639.34,3,83200,Est (La Valette / La Garde),43.138433,5.912283
2023-11-13,2023,11,Appartement,64.0,315500.0,4929.69,4,83000,Centre-ville,43.109425,5.937795
2023-11-17,2023,11,Appartement,65.0,82000.0,1261.54,4,83200,Est (La Valette / La Garde),43.130621,5.912342
2023-11-13,2023,11,Appartement,62.0,115000.0,1854.84,3,83000,Centre-ville,43.122857,5.930882
2023-11-15,2023,11,Appartement,72.0,178000.0,2472.22,4,83000,Centre-ville,43.12713,5.927405
2023-11-06,2023,11,Maison,150.0,200000.0,1333.33,5,83200,Est (La Valette / La Garde),43.138228,5.904118
2023-10-31,2023,10,Maison,89.0,290000.0,3258.43,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125298,5.96302
2023-11-06,2023,11,Appartement,38.0,124500.0,3276.32,2,83000,Centre-ville,43.123125,5.933964
2023-11-13,2023,11,Appartement,53.0,129000.0,2433.96,3,83000,Centre-ville,43.114377,5.937337
2023-10-03,2023,10,Appartement,86.0,405000.0,4709.3,6,83000,Centre-ville,43.109355,5.934185
2023-11-25,2023,11,Maison,87.0,430250.0,4945.4,3,83000,Centre-ville,43.120301,5.957564
2023-11-14,2023,11,Maison,90.0,365000.0,4055.56,4,83000,Centre-ville,43.118074,5.954196
2023-11-14,2023,11,Maison,83.0,365000.0,4397.59,4,83000,Centre-ville,43.118074,5.954196
2023-11-13,2023,11,Appartement,68.0,169000.0,2485.29,3,83000,Centre-ville,43.12278,5.932437
2023-11-07,2023,11,Appartement,45.0,76000.0,1688.89,2,83200,Est (La Valette / La Garde),43.139284,5.912671
2023-11-13,2023,11,Appartement,57.0,136000.0,2385.96,3,83200,Est (La Valette / La Garde),43.130884,5.912386
2023-11-15,2023,11,Maison,69.0,355000.0,5144.93,3,83200,Est (La Valette / La Garde),43.163238,5.936724
2023-11-17,2023,11,Appartement,54.0,125000.0,2314.81,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121182,5.950633
2023-11-27,2023,11,Appartement,50.0,108000.0,2160.0,2,83000,Centre-ville,43.122476,5.946751
2023-11-17,2023,11,Appartement,79.0,249100.0,3153.16,5,83000,Centre-ville,43.109355,5.934185
2023-11-13,2023,11,Appartement,56.0,105000.0,1875.0,3,83200,Est (La Valette / La Garde),43.127935,5.905214
2023-11-28,2023,11,Appartement,18.0,158363.62,8797.98,1,83000,Centre-ville,43.123442,5.943067
2023-11-28,2023,11,Appartement,18.0,158363.62,8797.98,1,83000,Centre-ville,43.123442,5.943067
2023-11-09,2023,11,Appartement,56.0,160000.0,2857.14,3,83000,Centre-ville,43.127423,5.928552
2023-11-20,2023,11,Appartement,55.0,180000.0,3272.73,3,83000,Centre-ville,43.126641,5.932229
2023-11-15,2023,11,Appartement,42.0,100000.0,2380.95,2,83000,Centre-ville,43.126373,5.946471
2023-11-21,2023,11,Appartement,26.0,79000.0,3038.46,1,83000,Centre-ville,43.122918,5.93995
2023-11-16,2023,11,Appartement,81.0,381000.0,4703.7,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.130949,5.959674
2023-10-31,2023,10,Appartement,63.0,297900.0,4728.57,3,83000,Centre-ville,43.111541,5.960059
2023-10-31,2023,10,Maison,85.0,320000.0,3764.71,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125294,5.963136
2023-11-07,2023,11,Appartement,39.0,168000.0,4307.69,2,83200,Est (La Valette / La Garde),43.129481,5.904326
2023-10-31,2023,10,Appartement,42.0,216000.0,5142.86,2,83000,Centre-ville,43.113963,5.950622
2023-11-08,2023,11,Appartement,80.0,189000.0,2362.5,3,83000,Centre-ville,43.12078,5.940606
2023-11-08,2023,11,Appartement,44.0,99000.0,2250.0,2,83000,Centre-ville,43.118888,5.948884
2023-10-25,2023,10,Appartement,42.0,166000.0,3952.38,2,83000,Centre-ville,43.120415,5.961291
2023-11-22,2023,11,Appartement,87.0,143000.0,1643.68,5,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123418,5.956996
2023-11-28,2023,11,Appartement,30.0,86500.0,2883.33,2,83000,Centre-ville,43.120595,5.934875
2023-11-24,2023,11,Appartement,20.0,66500.0,3325.0,1,83000,Centre-ville,43.123816,5.93007
2023-11-27,2023,11,Appartement,75.0,213000.0,2840.0,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123534,5.969377
2023-11-27,2023,11,Appartement,32.0,213000.0,6656.25,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123534,5.969377
2023-11-27,2023,11,Appartement,42.0,213000.0,5071.43,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123534,5.969377
2023-11-14,2023,11,Appartement,58.0,60000.0,1034.48,3,83200,Est (La Valette / La Garde),43.128149,5.91058
2023-11-08,2023,11,Appartement,63.0,150000.0,2380.95,4,83000,Centre-ville,43.113168,5.950705
2023-11-22,2023,11,Appartement,56.0,160000.0,2857.14,2,83000,Centre-ville,43.113942,5.942043
2023-11-24,2023,11,Appartement,41.0,150000.0,3658.54,2,83000,Centre-ville,43.112885,5.939922
2023-11-24,2023,11,Appartement,63.0,153000.0,2428.57,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123329,5.956117
2023-10-31,2023,10,Appartement,34.0,100000.0,2941.18,2,83000,Centre-ville,43.111811,5.937011
2023-11-21,2023,11,Appartement,39.0,110000.0,2820.51,2,83000,Centre-ville,43.131063,5.924691
2023-11-09,2023,11,Appartement,68.0,152800.0,2247.06,4,83200,Est (La Valette / La Garde),43.138627,5.911094
2023-11-02,2023,11,Appartement,41.0,193500.0,4719.51,2,83000,Centre-ville,43.120252,5.963062
2023-11-08,2023,11,Appartement,40.0,148000.0,3700.0,2,83000,Centre-ville,43.123868,5.93084
2023-10-31,2023,10,Appartement,48.0,140000.0,2916.67,2,83000,Centre-ville,43.111811,5.937011
2023-11-20,2023,11,Appartement,81.0,117000.0,1444.44,3,83200,Est (La Valette / La Garde),43.128572,5.916393
2023-11-28,2023,11,Appartement,71.0,224000.0,3154.93,4,83200,Est (La Valette / La Garde),43.142923,5.89274
2023-11-27,2023,11,Appartement,50.0,188000.0,3760.0,3,83000,Centre-ville,43.11626,5.948784
2023-11-07,2023,11,Appartement,61.0,74752.0,1225.44,2,83000,Centre-ville,43.121856,5.933539
2023-11-07,2023,11,Appartement,60.0,74752.0,1245.87,2,83000,Centre-ville,43.121856,5.933539
2023-11-28,2023,11,Appartement,28.0,131700.0,4703.57,1,83000,Centre-ville,43.127624,5.927617
2023-11-27,2023,11,Appartement,37.0,140000.0,3783.78,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.1253,5.95218
2023-11-30,2023,11,Appartement,62.0,140000.0,2258.06,4,83200,Est (La Valette / La Garde),43.131483,5.911328
2023-11-03,2023,11,Appartement,18.0,83727.27,4651.52,1,83000,Centre-ville,43.123442,5.943067
2023-11-30,2023,11,Appartement,26.0,95552.0,3675.08,1,83000,Centre-ville,43.116828,5.935637
2023-11-08,2023,11,Appartement,59.0,250000.0,4237.29,3,83200,Est (La Valette / La Garde),43.144745,5.908441
2023-11-23,2023,11,Appartement,38.0,145000.0,3815.79,2,83200,Est (La Valette / La Garde),43.126681,5.899539
2023-11-24,2023,11,Appartement,42.0,118000.0,2809.52,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121182,5.950633
2023-11-24,2023,11,Appartement,59.0,269000.0,4559.32,3,83000,Centre-ville,43.11236,5.934776
2023-12-01,2023,12,Appartement,77.0,100000.0,1298.7,3,83200,Est (La Valette / La Garde),43.14132,5.892038
2023-11-30,2023,11,Appartement,63.0,122000.0,1936.51,3,83000,Centre-ville,43.122912,5.942305
2023-11-17,2023,11,Appartement,50.0,235000.0,4700.0,2,83000,Centre-ville,43.108826,5.934826
2023-11-28,2023,11,Appartement,58.0,81000.0,1396.55,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121122,5.947856
2023-11-06,2023,11,Appartement,72.0,309000.0,4291.67,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.133989,5.963667
2023-12-01,2023,12,Appartement,81.0,176930.0,2184.32,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121641,5.947289
2023-11-16,2023,11,Maison,104.0,392000.0,3769.23,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.132851,5.966902
2023-11-16,2023,11,Maison,78.0,392000.0,5025.64,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.132851,5.966902
2023-11-16,2023,11,Appartement,35.0,153300.0,4380.0,2,83000,Centre-ville,43.112317,5.940445
2023-11-28,2023,11,Appartement,81.0,160000.0,1975.31,4,83000,Centre-ville,43.119164,5.940248
2023-11-27,2023,11,Appartement,24.0,69000.0,2875.0,1,83000,Centre-ville,43.121603,5.930901
2023-11-17,2023,11,Appartement,68.0,135000.0,1985.29,4,83000,Centre-ville,43.119273,5.948391
2023-11-17,2023,11,Maison,79.0,365000.0,4620.25,6,83000,Centre-ville,43.114994,5.950874
2023-11-27,2023,11,Maison,47.0,130000.0,2765.96,3,83000,Centre-ville,43.127414,5.945024
2023-12-01,2023,12,Appartement,61.0,131490.0,2155.57,3,83000,Centre-ville,43.117539,5.945439
2023-11-13,2023,11,Appartement,105.0,185000.0,1761.9,4,83000,Centre-ville,43.129882,5.920692
2023-11-09,2023,11,Appartement,38.0,129500.0,3407.89,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.126398,5.955042
2023-11-15,2023,11,Appartement,52.0,181750.0,3495.19,3,83000,Centre-ville,43.131022,5.926612
2023-11-14,2023,11,Appartement,105.0,142800.0,1360.0,4,83200,Est (La Valette / La Garde),43.129971,5.910664
2023-11-27,2023,11,Appartement,54.0,100000.0,1851.85,2,83200,Est (La Valette / La Garde),43.13629,5.888707
2023-11-16,2023,11,Maison,82.0,210000.0,2560.98,3,83000,Centre-ville,43.116222,5.972168
2023-12-04,2023,12,Appartement,85.0,100000.0,1176.47,4,83000,Centre-ville,43.12367,5.936547
2023-12-06,2023,12,Appartement,65.0,137000.0,2107.69,4,83200,Est (La Valette / La Garde),43.127669,5.916868
2023-11-27,2023,11,Appartement,65.0,152665.0,2348.69,3,83000,Centre-ville,43.119132,5.944675
2023-11-28,2023,11,Appartement,27.0,91200.0,3377.78,1,83200,Est (La Valette / La Garde),43.129614,5.903601
2023-12-07,2023,12,Appartement,35.0,185000.0,5285.71,2,83000,Centre-ville,43.10912,5.948159
2023-12-01,2023,12,Appartement,43.0,180000.0,4186.05,2,83000,Centre-ville,43.126372,5.931813
2023-12-04,2023,12,Appartement,80.0,159000.0,1987.5,4,83200,Est (La Valette / La Garde),43.136195,5.912304
2023-12-04,2023,12,Appartement,124.0,328000.0,2645.16,5,83000,Centre-ville,43.119164,5.940248
2023-11-28,2023,11,Appartement,55.0,128000.0,2327.27,2,83200,Est (La Valette / La Garde),43.129956,5.912034
2023-11-16,2023,11,Maison,75.0,213494.0,2846.59,6,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.131311,5.965668
2023-11-28,2023,11,Appartement,68.0,195000.0,2867.65,4,83200,Est (La Valette / La Garde),43.138559,5.887545
2023-11-10,2023,11,Maison,63.0,238000.0,3777.78,3,83200,Est (La Valette / La Garde),43.132965,5.900116
2023-12-01,2023,12,Appartement,98.0,120000.0,1224.49,5,83000,Centre-ville,43.117324,5.942128
2023-11-23,2023,11,Appartement,87.0,210000.0,2413.79,4,83000,Centre-ville,43.134243,5.923067
2023-12-08,2023,12,Appartement,77.0,319100.0,4144.16,4,83000,Centre-ville,43.113393,5.931869
2023-11-28,2023,11,Appartement,17.0,82590.91,4858.29,1,83000,Centre-ville,43.123442,5.943067
2023-12-01,2023,12,Appartement,46.0,150000.0,3260.87,3,83000,Centre-ville,43.125534,5.935382
2023-12-01,2023,12,Maison,87.0,140000.0,1609.2,4,83000,Centre-ville,43.128712,5.942876
2023-11-24,2023,11,Appartement,61.0,170000.0,2786.89,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.1253,5.95218
2023-11-20,2023,11,Appartement,45.0,73500.0,1633.33,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124428,5.968387
2023-11-20,2023,11,Appartement,91.0,184300.0,2025.27,4,83000,Centre-ville,43.121725,5.944385
2023-11-20,2023,11,Appartement,51.0,385000.0,7549.02,3,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-11-20,2023,11,Appartement,51.0,385000.0,7549.02,2,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-11-20,2023,11,Appartement,55.0,385000.0,7000.0,3,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-11-20,2023,11,Appartement,69.0,385000.0,5579.71,3,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-11-20,2023,11,Appartement,42.0,385000.0,9166.67,3,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-11-23,2023,11,Maison,33.0,243000.0,7363.64,2,83200,Est (La Valette / La Garde),43.130446,5.90138
2023-11-28,2023,11,Appartement,76.0,183941.5,2420.28,4,83200,Est (La Valette / La Garde),43.137877,5.910821
2023-11-30,2023,11,Appartement,40.0,90000.0,2250.0,3,83200,Est (La Valette / La Garde),43.137634,5.903461
2023-12-01,2023,12,Appartement,20.0,113660.0,5683.0,2,83000,Centre-ville,43.109861,5.940686
2023-12-07,2023,12,Appartement,47.0,165700.0,3525.53,3,83000,Centre-ville,43.124533,5.933134
2023-12-05,2023,12,Maison,106.0,320000.0,3018.87,3,83200,Est (La Valette / La Garde),43.160632,5.938162
2023-11-27,2023,11,Appartement,43.0,152000.0,3534.88,2,83000,Centre-ville,43.134794,5.92534
2023-11-27,2023,11,Appartement,102.0,180000.0,1764.71,4,83200,Est (La Valette / La Garde),43.131596,5.916357
2023-11-13,2023,11,Appartement,62.0,137000.0,2209.68,3,83200,Est (La Valette / La Garde),43.130475,5.911102
2023-12-08,2023,12,Appartement,52.0,100500.0,1932.69,2,83200,Est (La Valette / La Garde),43.130315,5.91877
2023-11-24,2023,11,Appartement,54.0,83720.0,1550.37,3,83200,Est (La Valette / La Garde),43.130615,5.906858
2023-11-28,2023,11,Appartement,38.0,38000.0,1000.0,1,83000,Centre-ville,43.119603,5.934497
2023-11-24,2023,11,Appartement,60.0,110000.0,1833.33,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124428,5.968387
2023-12-08,2023,12,Appartement,51.0,105000.0,2058.82,3,83000,Centre-ville,43.131406,5.925909
2023-11-29,2023,11,Appartement,82.0,215000.0,2621.95,4,83200,Est (La Valette / La Garde),43.139242,5.897075
2023-11-27,2023,11,Appartement,66.0,144500.0,2189.39,3,83000,Centre-ville,43.131022,5.926612
2023-11-27,2023,11,Appartement,60.0,155000.0,2583.33,3,83000,Centre-ville,43.122073,5.941347
2023-11-20,2023,11,Appartement,30.0,84020.0,2800.67,1,83200,Est (La Valette / La Garde),43.136421,5.919812
2023-12-08,2023,12,Appartement,44.0,103600.0,2354.55,2,83000,Centre-ville,43.114377,5.937337
2023-11-22,2023,11,Appartement,56.0,136000.0,2428.57,3,83000,Centre-ville,43.119613,5.938324
2023-12-12,2023,12,Appartement,91.0,205000.0,2252.75,5,83000,Centre-ville,43.131817,5.926691
2023-11-14,2023,11,Appartement,64.0,170000.0,2656.25,3,83000,Centre-ville,43.112805,5.935768
2023-11-20,2023,11,Appartement,21.0,57000.0,2714.29,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125,5.966796
2023-11-13,2023,11,Appartement,110.0,380000.0,3454.55,3,83000,Centre-ville,43.120417,5.93157
2023-12-01,2023,12,Appartement,28.0,84000.0,3000.0,1,83000,Centre-ville,43.131822,5.927845
2023-12-01,2023,12,Appartement,78.0,222000.0,2846.15,3,83000,Centre-ville,43.116308,5.946369
2023-11-22,2023,11,Appartement,56.0,125000.0,2232.14,2,83000,Centre-ville,43.120531,5.940995
2023-11-30,2023,11,Appartement,66.0,144000.0,2181.82,4,83000,Centre-ville,43.118046,5.94234
2023-12-01,2023,12,Maison,59.0,335000.0,5677.97,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124744,5.956739
2023-12-11,2023,12,Appartement,52.0,133600.0,2569.23,3,83200,Est (La Valette / La Garde),43.128757,5.904292
2023-11-27,2023,11,Appartement,61.0,174000.0,2852.46,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.122349,5.962432
2023-11-20,2023,11,Appartement,44.0,162500.0,3693.18,2,83000,Centre-ville,43.111225,5.936139
2023-12-13,2023,12,Appartement,54.0,241800.0,4477.78,3,83000,Centre-ville,43.108325,5.93777
2023-12-01,2023,12,Appartement,81.0,170000.0,2098.77,4,83000,Centre-ville,43.119164,5.940248
2023-12-04,2023,12,Appartement,72.0,130000.0,1805.56,4,83200,Est (La Valette / La Garde),43.135674,5.909733
2023-12-01,2023,12,Appartement,56.0,129000.0,2303.57,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,58.0,129000.0,2224.14,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,54.0,129000.0,2388.89,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,70.0,129000.0,1842.86,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,62.0,129000.0,2080.65,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,51.0,129000.0,2529.41,2,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,63.0,129000.0,2047.62,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,51.0,129000.0,2529.41,3,83000,Centre-ville,43.12386,5.931718
2023-12-01,2023,12,Appartement,57.0,129000.0,2263.16,3,83000,Centre-ville,43.12386,5.931718
2023-11-17,2023,11,Appartement,67.0,84000.0,1253.73,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123909,5.954219
2023-11-28,2023,11,Appartement,20.0,52000.0,2600.0,1,83000,Centre-ville,43.123639,5.931919
2023-11-23,2023,11,Appartement,37.0,104000.0,2810.81,2,83000,Centre-ville,43.121595,5.932782
2023-12-04,2023,12,Appartement,36.0,83000.0,2305.56,1,83200,Est (La Valette / La Garde),43.127979,5.914564
2023-11-30,2023,11,Appartement,63.0,139000.0,2206.35,3,83000,Centre-ville,43.118858,5.941445
2023-11-27,2023,11,Appartement,74.0,199000.0,2689.19,4,83200,Est (La Valette / La Garde),43.138559,5.887545
2023-11-23,2023,11,Appartement,27.0,250000.0,9259.26,3,83200,Est (La Valette / La Garde),43.120526,5.890023
2023-11-23,2023,11,Appartement,51.0,250000.0,4901.96,3,83200,Est (La Valette / La Garde),43.120526,5.890023
2023-12-08,2023,12,Appartement,39.0,110140.0,2824.1,2,83000,Centre-ville,43.127405,5.924734
2023-11-17,2023,11,Appartement,62.0,208980.0,3370.65,3,83000,Centre-ville,43.131586,5.930624
2023-10-25,2023,10,Appartement,21.0,30000.0,1428.57,1,83000,Centre-ville,43.128707,5.921421
2023-12-08,2023,12,Appartement,58.0,125000.0,2155.17,3,83200,Est (La Valette / La Garde),43.128123,5.915543
2023-12-11,2023,12,Appartement,69.0,96500.0,1398.55,3,83200,Est (La Valette / La Garde),43.128355,5.903488
2023-11-20,2023,11,Appartement,70.0,235000.0,3357.14,4,83000,Centre-ville,43.110901,5.938661
2023-12-01,2023,12,Appartement,43.0,232000.0,5395.35,2,83000,Centre-ville,43.10911,5.93405
2023-11-30,2023,11,Appartement,69.0,143500.0,2079.71,4,83200,Est (La Valette / La Garde),43.149332,5.917578
2023-12-06,2023,12,Appartement,44.0,227100.0,5161.36,2,83000,Centre-ville,43.139057,5.931035
2023-11-22,2023,11,Appartement,92.0,208000.0,2260.87,5,83000,Centre-ville,43.118184,5.941305
2023-12-07,2023,12,Appartement,71.0,168300.0,2370.42,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.12319,5.972765
2023-12-12,2023,12,Appartement,107.0,260000.0,2429.91,4,83000,Centre-ville,43.12726,5.922016
2023-12-04,2023,12,Appartement,67.0,206000.0,3074.63,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.132817,5.962393
2023-12-19,2023,12,Appartement,53.0,185000.0,3490.57,2,83000,Centre-ville,43.107647,5.93788
2023-12-12,2023,12,Maison,79.0,445000.0,5632.91,5,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125248,5.965258
2023-12-12,2023,12,Maison,55.0,445000.0,8090.91,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124956,5.965238
2023-12-12,2023,12,Appartement,116.0,329000.0,2836.21,4,83000,Centre-ville,43.119759,5.941167
2023-12-12,2023,12,Maison,75.0,445000.0,5933.33,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125061,5.965263
2023-12-06,2023,12,Appartement,18.0,83500.0,4638.89,1,83000,Centre-ville,43.123442,5.943067
2023-12-11,2023,12,Appartement,118.0,395000.0,3347.46,5,83000,Centre-ville,43.12726,5.922016
2023-12-04,2023,12,Appartement,57.0,76000.0,1333.33,3,83000,Centre-ville,43.122032,5.942633
2023-12-05,2023,12,Appartement,53.0,125220.0,2362.64,3,83200,Est (La Valette / La Garde),43.137211,5.90005
2023-12-05,2023,12,Appartement,68.0,264600.0,3891.18,4,83200,Est (La Valette / La Garde),43.135986,5.896769
2023-12-04,2023,12,Appartement,50.0,150000.0,3000.0,2,83200,Est (La Valette / La Garde),43.143508,5.906404
2023-12-07,2023,12,Appartement,59.0,157000.0,2661.02,3,83000,Centre-ville,43.129735,5.921592
2023-12-07,2023,12,Appartement,49.0,160000.0,3265.31,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.12319,5.972765
2023-12-11,2023,12,Appartement,64.0,99000.0,1546.88,4,83000,Centre-ville,43.121729,5.932546
2023-12-06,2023,12,Appartement,37.0,232000.0,6270.27,2,83000,Centre-ville,43.109451,5.939766
2023-12-11,2023,12,Appartement,62.0,128500.0,2072.58,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125857,5.958167
2023-11-20,2023,11,Appartement,68.0,184250.0,2709.56,3,83000,Centre-ville,43.127919,5.941875
2023-11-28,2023,11,Appartement,54.0,169000.0,3129.63,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.126905,5.963362
2023-11-24,2023,11,Appartement,71.0,340000.0,4788.73,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.130573,5.955512
2023-11-28,2023,11,Appartement,67.0,315000.0,4701.49,4,83000,Centre-ville,43.111242,5.949
2023-12-14,2023,12,Appartement,50.0,70000.0,1400.0,2,83000,Centre-ville,43.12303,5.942974
2023-12-06,2023,12,Appartement,56.0,188000.0,3357.14,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124015,5.948501
2023-12-14,2023,12,Appartement,25.0,55000.0,2200.0,2,83000,Centre-ville,43.12193,5.933516
2023-12-12,2023,12,Appartement,60.0,115000.0,1916.67,3,83000,Centre-ville,43.128205,5.921735
2023-12-13,2023,12,Appartement,99.0,171260.0,1729.9,5,83000,Centre-ville,43.118858,5.941445
2023-12-12,2023,12,Appartement,74.0,285000.0,3851.35,3,83000,Centre-ville,43.11552,5.957581
2023-12-14,2023,12,Appartement,75.0,218000.0,2906.67,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.126979,5.985416
2023-12-06,2023,12,Appartement,55.0,171841.0,3124.38,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.130434,5.967132
2023-12-14,2023,12,Appartement,37.0,105000.0,2837.84,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123873,5.95517
2023-12-06,2023,12,Appartement,49.0,60000.0,1224.49,2,83000,Centre-ville,43.111676,5.938576
2023-12-13,2023,12,Appartement,55.0,104000.0,1890.91,3,83000,Centre-ville,43.128042,5.92143
2023-12-12,2023,12,Appartement,26.0,110000.0,4230.77,1,83200,Est (La Valette / La Garde),43.135414,5.943379
2023-12-08,2023,12,Appartement,102.0,309000.0,3029.41,4,83000,Centre-ville,43.131232,5.929024
2023-12-08,2023,12,Appartement,41.0,70000.0,1707.32,2,83200,Est (La Valette / La Garde),43.128805,5.911242
2023-12-15,2023,12,Appartement,53.0,190000.0,3584.91,3,83000,Centre-ville,43.11271,5.944534
2023-12-15,2023,12,Appartement,76.0,265050.0,3487.5,4,83000,Centre-ville,43.118475,5.93905
