date,annee,mois,type_bien,surface,prix,prix_m2,pieces,code_postal,quartier,latitude,longitude
2023-06-12,2023,6,Appartement,48.0,202400.0,4216.67,3,83000,Centre-ville,43.132061,5.930821
2023-06-06,2023,6,Maison,94.0,360000.0,3829.79,6,83200,Est (La Valette / La Garde),43.125538,5.904818
2023-06-09,2023,6,Appartement,36.0,204800.0,5688.89,2,83200,Est (La Valette / La Garde),43.149161,5.897033
2023-06-01,2023,6,Appartement,24.0,74000.0,3083.33,1,83200,Est (La Valette / La Garde),43.134069,5.914192
2023-06-06,2023,6,Appartement,43.0,62000.0,1441.86,2,83200,Est (La Valette / La Garde),43.132186,5.918273
2023-06-26,2023,6,Appartement,70.0,397700.0,5681.43,3,83000,Centre-ville,43.114248,5.972378
2023-06-14,2023,6,Appartement,102.0,259800.0,2547.06,4,83200,Est (La Valette / La Garde),43.139889,5.912226
2023-06-02,2023,6,Appartement,59.0,86500.0,1466.1,3,83000,Centre-ville,43.128895,5.923003
2023-06-08,2023,6,Appartement,76.0,214000.0,2815.79,4,83000,Centre-ville,43.118475,5.93905
2023-06-20,2023,6,Appartement,20.0,217000.0,10850.0,1,83200,Est (La Valette / La Garde),43.143024,5.913203
2023-06-20,2023,6,Appartement,20.0,217000.0,10850.0,1,83200,Est (La Valette / La Garde),43.143024,5.913203
2023-06-20,2023,6,Appartement,20.0,217000.0,10850.0,1,83200,Est (La Valette / La Garde),43.143024,5.913203
2023-06-20,2023,6,Appartement,28.0,217000.0,7750.0,1,83200,Est (La Valette / La Garde),43.143024,5.913203
2023-06-19,2023,6,Appartement,46.0,220000.0,4782.61,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.129592,5.974444
2023-06-22,2023,6,Appartement,40.0,164000.0,4100.0,2,83000,Centre-ville,43.131661,5.951661
2023-06-13,2023,6,Appartement,52.0,75462.0,1451.19,3,83200,Est (La Valette / La Garde),43.13566,5.912983
2023-06-20,2023,6,Appartement,69.0,250000.0,3623.19,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.128555,5.964572
2023-06-23,2023,6,Maison,58.0,295000.0,5086.21,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.128654,5.974925
2023-06-20,2023,6,Appartement,70.0,181800.0,2597.14,3,83000,Centre-ville,43.118858,5.941445
2023-06-09,2023,6,Appartement,20.0,70500.0,3525.0,1,83000,Centre-ville,43.122318,5.943161
2023-06-09,2023,6,Appartement,16.0,74000.0,4625.0,1,83000,Centre-ville,43.122318,5.943161
2023-06-13,2023,6,Maison,94.0,326000.0,3468.09,3,83200,Est (La Valette / La Garde),43.137736,5.912564
2023-06-22,2023,6,Appartement,80.0,245000.0,3062.5,4,83000,Centre-ville,43.116786,5.942627
2023-06-19,2023,6,Appartement,59.0,159000.0,2694.92,3,83200,Est (La Valette / La Garde),43.143338,5.914877
2023-06-01,2023,6,Appartement,27.0,74000.0,2740.74,1,83200,Est (La Valette / La Garde),43.12998,5.910095
2023-06-02,2023,6,Appartement,26.0,100000.0,3846.15,1,83000,Centre-ville,43.118858,5.941445
2023-06-12,2023,6,Appartement,30.0,85471.0,2849.03,1,83200,Est (La Valette / La Garde),43.12998,5.910095
2023-06-22,2023,6,Appartement,45.0,142000.0,3155.56,2,83200,Est (La Valette / La Garde),43.136119,5.920157
2023-06-22,2023,6,Appartement,58.0,158500.0,2732.76,3,83200,Est (La Valette / La Garde),43.135986,5.896769
2023-06-20,2023,6,Maison,101.0,224000.0,2217.82,3,83200,Est (La Valette / La Garde),43.161677,5.914976
2023-06-05,2023,6,Appartement,42.0,160000.0,3809.52,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121877,5.976934
2023-06-07,2023,6,Maison,44.0,180000.0,4090.91,3,83200,Est (La Valette / La Garde),43.136284,5.902124
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,3,83000,Centre-ville,43.123398,5.932183
2023-06-06,2023,6,Appartement,11.0,75000.0,6818.18,0,83000,Centre-ville,43.123398,5.932183
2023-06-06,2023,6,Appartement,35.0,75000.0,2142.86,2,83000,Centre-ville,43.123398,5.932183
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,2,83000,Centre-ville,43.123398,5.932183
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,3,83000,Centre-ville,43.123398,5.932183
2023-06-06,2023,6,Appartement,41.0,75000.0,1829.27,3,83000,Centre-ville,43.123398,5.932183
2023-06-15,2023,6,Appartement,64.0,235000.0,3671.88,4,83200,Est (La Valette / La Garde),43.135923,5.935157
2023-02-23,2023,2,Appartement,72.0,80000.0,1111.11,4,83000,Centre-ville,43.130749,5.922666
2023-06-06,2023,6,Appartement,45.0,95000.0,2111.11,2,83200,Est (La Valette / La Garde),43.135986,5.896769
2023-06-12,2023,6,Appartement,31.0,145000.0,4677.42,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123202,5.951686
2023-06-15,2023,6,Appartement,38.0,90000.0,2368.42,2,83200,Est (La Valette / La Garde),43.137193,5.90748
2023-06-28,2023,6,Appartement,44.0,123000.0,2795.45,2,83000,Centre-ville,43.1157,5.935894
2023-06-19,2023,6,Maison,58.0,261700.0,4512.07,3,83200,Est (La Valette / La Garde),43.140849,5.895785
2023-06-20,2023,6,Appartement,84.0,228000.0,2714.29,4,83000,Centre-ville,43.118462,5.946696
2023-06-15,2023,6,Appartement,63.0,203000.0,3222.22,4,83000,Centre-ville,43.134794,5.92534
2023-06-14,2023,6,Appartement,32.0,66000.0,2062.5,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124462,5.951115
2023-06-05,2023,6,Appartement,55.0,300000.0,5454.55,3,83000,Centre-ville,43.114765,5.954375
2023-06-06,2023,6,Appartement,48.0,110000.0,2291.67,2,83200,Est (La Valette / La Garde),43.130672,5.913935
2023-06-23,2023,6,Appartement,50.0,142000.0,2840.0,2,83200,Est (La Valette / La Garde),43.135405,5.915863
2023-06-23,2023,6,Appartement,40.0,161600.0,4040.0,1,83200,Est (La Valette / La Garde),43.13818,5.909676
2023-06-23,2023,6,Appartement,46.0,140000.0,3043.48,2,83000,Centre-ville,43.129735,5.921592
2023-06-09,2023,6,Appartement,72.0,218000.0,3027.78,4,83000,Centre-ville,43.132789,5.922222
2023-06-14,2023,6,Appartement,62.0,200378.0,3231.9,4,83000,Centre-ville,43.115378,5.952283
2023-06-13,2023,6,Appartement,39.0,122000.0,3128.21,2,83000,Centre-ville,43.132934,5.92801
2023-06-20,2023,6,Appartement,35.0,59000.0,1685.71,1,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123976,5.952202
2023-06-22,2023,6,Appartement,93.0,341276.0,3669.63,5,83000,Centre-ville,43.130081,5.949794
2023-06-02,2023,6,Appartement,44.0,125000.0,2840.91,2,83000,Centre-ville,43.1157,5.935894
2023-06-21,2023,6,Maison,87.0,275000.0,3160.92,4,83000,Centre-ville,43.117092,5.960515
2023-06-23,2023,6,Appartement,38.0,123250.0,3243.42,2,83000,Centre-ville,43.125503,5.92819
2023-06-23,2023,6,Appartement,65.0,200000.0,3076.92,3,83000,Centre-ville,43.11784,5.951239
2023-06-22,2023,6,Maison,74.0,315800.0,4267.57,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.118612,5.972048
2023-06-22,2023,6,Appartement,55.0,141000.0,2563.64,3,83200,Est (La Valette / La Garde),43.129762,5.904286
2023-06-16,2023,6,Appartement,53.0,252000.0,4754.72,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123331,5.982578
2023-06-16,2023,6,Appartement,60.0,180990.0,3016.5,3,83000,Centre-ville,43.116828,5.935637
2023-06-09,2023,6,Appartement,63.0,147000.0,2333.33,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.128937,5.96451
2023-05-31,2023,5,Appartement,43.0,167000.0,3883.72,2,83200,Est (La Valette / La Garde),43.151096,5.899866
2023-06-26,2023,6,Appartement,59.0,240650.0,4078.81,2,83000,Centre-ville,43.12601,5.933625
2023-06-23,2023,6,Appartement,24.0,62000.0,2583.33,1,83000,Centre-ville,43.12147,5.933416
2023-06-16,2023,6,Maison,77.0,322000.0,4181.82,3,83200,Est (La Valette / La Garde),43.135942,5.901403
2023-06-15,2023,6,Appartement,60.0,110000.0,1833.33,3,83200,Est (La Valette / La Garde),43.131554,5.920129
2023-06-08,2023,6,Appartement,31.0,92100.0,2970.97,1,83000,Centre-ville,43.122516,5.929307
2023-06-08,2023,6,Appartement,32.0,92100.0,2878.12,2,83000,Centre-ville,43.122516,5.929307
2023-06-16,2023,6,Appartement,54.0,116940.0,2165.56,3,83000,Centre-ville,43.120876,5.940898
2023-06-21,2023,6,Appartement,65.0,210000.0,3230.77,3,83000,Centre-ville,43.113754,5.930766
2023-06-26,2023,6,Appartement,18.0,96580.0,5365.56,1,83000,Centre-ville,43.123639,5.931919
2023-06-22,2023,6,Appartement,17.0,53900.0,3170.59,1,83000,Centre-ville,43.123336,5.933578
2023-06-26,2023,6,Appartement,60.0,166000.0,2766.67,3,83200,Est (La Valette / La Garde),43.135986,5.896769
2023-06-22,2023,6,Appartement,46.0,139096.0,3023.83,3,83000,Centre-ville,43.117022,5.947259
2023-06-20,2023,6,Appartement,55.0,159000.0,2890.91,2,83000,Centre-ville,43.126191,5.942327
2023-06-09,2023,6,Maison,38.0,105000.0,2763.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.157917,5.954751
2023-06-09,2023,6,Maison,124.0,105000.0,846.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.157917,5.954751
2023-06-09,2023,6,Maison,38.0,105000.0,2763.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.157917,5.954751
2023-06-09,2023,6,Maison,124.0,105000.0,846.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.157917,5.954751
2023-06-09,2023,6,Maison,38.0,105000.0,2763.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.157917,5.954751
2023-06-09,2023,6,Maison,124.0,105000.0,846.77,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.157917,5.954751
2023-06-14,2023,6,Appartement,75.0,450000.0,6000.0,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.132466,5.970855
2023-06-19,2023,6,Appartement,66.0,195000.0,2954.55,3,83000,Centre-ville,43.128062,5.928879
2023-06-27,2023,6,Appartement,65.0,123500.0,1900.0,4,83200,Est (La Valette / La Garde),43.128794,5.903776
2023-06-14,2023,6,Maison,45.0,60000.0,1333.33,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.12394,5.969342
2023-06-15,2023,6,Appartement,18.0,70400.0,3911.11,1,83200,Est (La Valette / La Garde),43.130187,5.918382
2023-06-27,2023,6,Appartement,34.0,78500.0,2308.82,1,83000,Centre-ville,43.122426,5.93182
2023-06-15,2023,6,Appartement,42.0,75000.0,1785.71,2,83000,Centre-ville,43.131232,5.929024
2023-06-19,2023,6,Appartement,57.0,132000.0,2315.79,3,83200,Est (La Valette / La Garde),43.149332,5.917578
2023-06-16,2023,6,Appartement,60.0,147000.0,2450.0,3,83000,Centre-ville,43.118781,5.946903
2023-06-19,2023,6,Appartement,57.0,154000.0,2701.75,3,83000,Centre-ville,43.128301,5.922654
2023-06-22,2023,6,Appartement,28.0,76000.0,2714.29,2,83000,Centre-ville,43.1157,5.935894
2023-06-19,2023,6,Appartement,120.0,340850.0,2840.42,5,83000,Centre-ville,43.125799,5.932641
2023-06-14,2023,6,Maison,50.0,295000.0,5900.0,3,83200,Est (La Valette / La Garde),,
2023-06-22,2023,6,Appartement,56.0,158000.0,2821.43,3,83200,Est (La Valette / La Garde),43.143653,5.905488
2023-06-26,2023,6,Appartement,73.0,213000.0,2917.81,3,83200,Est (La Valette / La Garde),43.141503,5.90973
2023-06-28,2023,6,Maison,90.0,412500.0,4583.33,5,83200,Est (La Valette / La Garde),43.134825,5.900683
2023-06-29,2023,6,Appartement,46.0,115000.0,2500.0,2,83200,Est (La Valette / La Garde),43.130195,5.900963
2023-06-23,2023,6,Appartement,16.0,112000.0,7000.0,1,83000,Centre-ville,43.108142,5.937285
2023-06-26,2023,6,Appartement,66.0,135000.0,2045.45,4,83000,Centre-ville,43.117813,5.946546
2023-06-26,2023,6,Appartement,60.0,130000.0,2166.67,3,83200,Est (La Valette / La Garde),43.136967,5.913009
2023-06-07,2023,6,Appartement,25.0,88000.0,3520.0,1,83000,Centre-ville,43.123146,5.93464
2023-06-23,2023,6,Appartement,53.0,280500.0,5292.45,3,83200,Est (La Valette / La Garde),43.14217,5.918132
2023-06-23,2023,6,Appartement,68.0,146800.0,2158.82,4,83200,Est (La Valette / La Garde),43.149332,5.917578
2023-06-28,2023,6,Appartement,65.0,400000.0,6153.85,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123875,5.959324
2023-06-28,2023,6,Appartement,33.0,400000.0,12121.21,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123875,5.959324
2023-06-28,2023,6,Appartement,38.0,400000.0,10526.32,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123863,5.958821
2023-06-28,2023,6,Appartement,32.0,400000.0,12500.0,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123863,5.958821
2023-06-26,2023,6,Appartement,81.0,189000.0,2333.33,5,83200,Est (La Valette / La Garde),43.131483,5.911328
2023-07-01,2023,7,Appartement,61.0,213103.16,3493.49,3,83200,Est (La Valette / La Garde),43.139031,5.886182
2023-06-30,2023,6,Appartement,38.0,155500.0,4092.11,2,83000,Centre-ville,43.12728,5.930239
2023-06-16,2023,6,Appartement,43.0,148520.0,3453.95,2,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121708,5.977369
2023-06-21,2023,6,Appartement,93.0,330000.0,3548.39,5,83000,Centre-ville,43.123558,5.933137
2023-06-21,2023,6,Appartement,45.0,108500.0,2411.11,3,83200,Est (La Valette / La Garde),43.131778,5.909758
2023-06-30,2023,6,Appartement,67.0,87500.0,1305.97,4,83200,Est (La Valette / La Garde),43.131042,5.910538
2023-06-30,2023,6,Appartement,90.0,283000.0,3144.44,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.131302,5.952682
2023-06-26,2023,6,Appartement,81.0,174000.0,2148.15,4,83000,Centre-ville,43.126962,5.924351
2023-06-29,2023,6,Appartement,67.0,153000.0,2283.58,3,83200,Est (La Valette / La Garde),43.130672,5.913935
2023-06-30,2023,6,Appartement,101.0,370257.0,3665.91,5,83000,Centre-ville,43.117845,5.957979
2023-06-20,2023,6,Appartement,54.0,126800.0,2348.15,3,83200,Est (La Valette / La Garde),43.129195,5.915058
2023-06-29,2023,6,Appartement,53.0,230000.0,4339.62,2,83000,Centre-ville,43.114248,5.972378
2023-06-29,2023,6,Appartement,70.0,128500.0,1835.71,4,83200,Est (La Valette / La Garde),43.13566,5.912983
2023-06-29,2023,6,Appartement,66.0,105000.0,1590.91,4,83200,Est (La Valette / La Garde),43.138627,5.911094
2023-06-21,2023,6,Appartement,54.0,147000.0,2722.22,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.126905,5.963362
2023-06-26,2023,6,Appartement,53.0,130640.0,2464.91,3,83000,Centre-ville,43.117576,5.948517
2023-06-16,2023,6,Appartement,90.0,225000.0,2500.0,5,83000,Centre-ville,43.131817,5.926691
2023-06-23,2023,6,Appartement,58.0,188580.0,3251.38,3,83200,Est (La Valette / La Garde),43.135986,5.896769
2023-06-20,2023,6,Appartement,67.0,268550.0,4008.21,3,83000,Centre-ville,43.113498,5.954029
2023-06-30,2023,6,Appartement,67.0,134800.0,2011.94,3,83200,Est (La Valette / La Garde),43.128757,5.916962
2023-06-15,2023,6,Appartement,65.0,173000.0,2661.54,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121873,5.977984
2023-07-03,2023,7,Appartement,93.0,155000.0,1666.67,5,83200,Est (La Valette / La Garde),43.12863,5.91848
2023-06-30,2023,6,Appartement,55.0,250000.0,4545.45,2,83000,Centre-ville,43.120417,5.93157
2023-06-22,2023,6,Appartement,39.0,116000.0,2974.36,2,83000,Centre-ville,43.127099,5.924987
2023-06-27,2023,6,Appartement,40.0,99000.0,2475.0,2,83200,Est (La Valette / La Garde),43.128762,5.916398
2023-06-26,2023,6,Appartement,62.0,188000.0,3032.26,3,83000,Centre-ville,43.128851,5.922729
2023-06-26,2023,6,Appartement,82.0,307000.0,3743.9,4,83000,Centre-ville,43.110552,5.936359
2023-06-30,2023,6,Appartement,86.0,180000.0,2093.02,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.129598,5.97248
2023-06-29,2023,6,Maison,55.0,240000.0,4363.64,4,83200,Est (La Valette / La Garde),43.132025,5.909646
2023-06-23,2023,6,Appartement,70.0,155000.0,2214.29,3,83200,Est (La Valette / La Garde),43.128886,5.909128
2023-07-07,2023,7,Appartement,39.0,140000.0,3589.74,2,83000,Centre-ville,43.110705,5.939745
2023-06-09,2023,6,Appartement,57.0,95000.0,1666.67,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125787,5.955139
2023-06-29,2023,6,Appartement,31.0,82000.0,2645.16,1,83000,Centre-ville,43.123135,5.941153
2023-06-16,2023,6,Appartement,92.0,299500.0,3255.43,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.133187,5.977834
2023-06-22,2023,6,Appartement,75.0,158940.0,2119.2,4,83000,Centre-ville,43.123139,5.939546
2023-06-27,2023,6,Appartement,50.0,220000.0,4400.0,2,83200,Est (La Valette / La Garde),43.136854,5.931414
2023-06-27,2023,6,Appartement,56.0,108000.0,1928.57,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.125951,5.960475
2023-06-16,2023,6,Appartement,67.0,140000.0,2089.55,4,83000,Centre-ville,43.128807,5.920806
2023-06-30,2023,6,Appartement,40.0,315000.0,7875.0,2,83200,Est (La Valette / La Garde),43.132389,5.917411
2023-06-30,2023,6,Appartement,24.0,315000.0,13125.0,1,83200,Est (La Valette / La Garde),43.132389,5.917411
2023-06-30,2023,6,Appartement,33.0,315000.0,9545.45,2,83200,Est (La Valette / La Garde),43.132389,5.917411
2023-06-30,2023,6,Appartement,40.0,315000.0,7875.0,2,83200,Est (La Valette / La Garde),43.132389,5.917411
2023-06-30,2023,6,Appartement,26.0,315000.0,12115.38,1,83200,Est (La Valette / La Garde),43.132389,5.917411
2023-06-28,2023,6,Appartement,73.0,130000.0,1780.82,4,83000,Centre-ville,43.122387,5.930308
2023-06-30,2023,6,Appartement,31.0,80000.0,2580.65,1,83000,Centre-ville,43.122516,5.929307
2023-06-30,2023,6,Appartement,32.0,80000.0,2500.0,2,83000,Centre-ville,43.122516,5.929307
2023-06-16,2023,6,Appartement,63.0,385000.0,6111.11,4,83200,Est (La Valette / La Garde),43.150502,5.912947
2023-07-04,2023,7,Appartement,62.0,144000.0,2322.58,3,83000,Centre-ville,43.121683,5.93211
2023-06-29,2023,6,Appartement,26.0,48000.0,1846.15,1,83200,Est (La Valette / La Garde),43.127698,5.914626
2023-06-29,2023,6,Appartement,58.0,259290.0,4470.52,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.128491,5.970516
2023-06-29,2023,6,Maison,108.0,200000.0,1851.85,4,83200,Est (La Valette / La Garde),43.13133,5.90397
2023-06-19,2023,6,Appartement,15.0,36500.0,2433.33,1,83000,Centre-ville,43.121267,5.936032
2023-06-22,2023,6,Appartement,18.0,80318.0,4462.11,1,83000,Centre-ville,43.123442,5.943067
2023-06-26,2023,6,Appartement,62.0,107000.0,1725.81,4,83200,Est (La Valette / La Garde),43.13566,5.912983
2023-06-27,2023,6,Maison,49.0,434063.0,8858.43,3,83000,Centre-ville,43.130699,5.941658
2023-07-07,2023,7,Appartement,41.0,120000.0,2926.83,2,83000,Centre-ville,43.131934,5.94173
2023-06-30,2023,6,Appartement,19.0,57000.0,3000.0,1,83200,Est (La Valette / La Garde),43.131025,5.909438
2023-06-23,2023,6,Appartement,72.0,150000.0,2083.33,4,83000,Centre-ville,43.129016,5.923295
2023-06-28,2023,6,Appartement,76.0,213500.0,2809.21,4,83000,Centre-ville,43.129843,5.941313
2023-06-30,2023,6,Appartement,95.0,224820.0,2366.53,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121898,5.949451
2023-07-06,2023,7,Appartement,31.0,95000.0,3064.52,1,83000,Centre-ville,43.129738,5.942328
2023-06-22,2023,6,Appartement,86.0,100000.0,1162.79,5,83200,Est (La Valette / La Garde),43.127521,5.917758
2023-06-29,2023,6,Appartement,56.0,122700.0,2191.07,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121637,5.953777
2023-06-16,2023,6,Appartement,51.0,145400.0,2850.98,2,83200,Est (La Valette / La Garde),43.128848,5.903697
2023-06-30,2023,6,Appartement,99.0,171000.0,1727.27,4,83200,Est (La Valette / La Garde),43.128572,5.916393
2023-06-22,2023,6,Appartement,60.0,254600.0,4243.33,3,83000,Centre-ville,43.111793,5.936322
2023-07-06,2023,7,Appartement,73.0,271300.0,3716.44,3,83000,Centre-ville,43.116317,5.957397
2023-06-30,2023,6,Appartement,52.0,95000.0,1826.92,3,83000,Centre-ville,43.127575,5.920767
2023-06-28,2023,6,Appartement,85.0,180000.0,2117.65,4,83000,Centre-ville,43.120356,5.939285
2023-06-28,2023,6,Appartement,76.0,197000.0,2592.11,4,83200,Est (La Valette / La Garde),43.134676,5.892313
2023-06-30,2023,6,Appartement,68.0,305000.0,4485.29,4,83000,Centre-ville,43.10791,5.933024
2023-06-08,2023,6,Appartement,35.0,114000.0,3257.14,2,83000,Centre-ville,43.127326,5.943004
2023-07-05,2023,7,Appartement,19.0,74000.0,3894.74,1,83000,Centre-ville,43.125654,5.935235
2023-06-20,2023,6,Appartement,54.0,95000.0,1759.26,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.126905,5.963362
2023-07-03,2023,7,Appartement,66.0,206575.0,3129.92,3,83000,Centre-ville,43.113557,5.960012
2023-06-22,2023,6,Appartement,42.0,79000.0,1880.95,1,83000,Centre-ville,43.127876,5.921848
2023-07-03,2023,7,Appartement,51.0,122000.0,2392.16,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123942,5.951296
2023-07-04,2023,7,Maison,73.0,294950.0,4040.41,3,83000,Centre-ville,43.12729,5.944006
2023-04-28,2023,4,Appartement,53.0,110000.0,2075.47,3,83200,Est (La Valette / La Garde),43.128192,5.904737
2023-04-21,2023,4,Appartement,51.0,159000.0,3117.65,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.133322,5.97959
2023-06-30,2023,6,Appartement,54.0,90000.0,1666.67,2,83000,Centre-ville,43.12114,5.933994
2023-07-06,2023,7,Appartement,20.0,76000.0,3800.0,1,83000,Centre-ville,43.112191,5.939414
2023-07-11,2023,7,Maison,66.0,285000.0,4318.18,3,83000,Centre-ville,43.116457,5.961243
2023-07-03,2023,7,Appartement,77.0,46930.0,609.48,4,83200,Est (La Valette / La Garde),43.127138,5.896866
2023-07-03,2023,7,Appartement,67.0,45000.0,671.64,4,83200,Est (La Valette / La Garde),43.127138,5.896866
2023-07-07,2023,7,Appartement,40.0,30000.0,750.0,2,83200,Est (La Valette / La Garde),43.127906,5.899186
2023-06-29,2023,6,Appartement,25.0,78000.0,3120.0,2,83200,Est (La Valette / La Garde),43.128816,5.910825
2023-06-15,2023,6,Appartement,24.0,65000.0,2708.33,1,83000,Centre-ville,43.122529,5.932827
2023-07-03,2023,7,Appartement,73.0,300850.0,4121.23,4,83000,Centre-ville,43.112406,5.954046
2023-06-27,2023,6,Appartement,82.0,277000.0,3378.05,4,83000,Centre-ville,43.115914,5.981534
2023-06-30,2023,6,Appartement,60.0,140000.0,2333.33,3,83000,Centre-ville,43.131822,5.927845
2023-07-10,2023,7,Appartement,23.0,72000.0,3130.43,1,83000,Centre-ville,43.120539,5.933316
2023-07-12,2023,7,Appartement,50.0,64000.0,1280.0,3,83000,Centre-ville,43.122652,5.932835
2023-06-30,2023,6,Appartement,18.0,84000.0,4666.67,1,83000,Centre-ville,43.123442,5.943067
2023-06-23,2023,6,Appartement,26.0,105000.0,4038.46,2,83000,Centre-ville,43.123807,5.93086
2023-06-23,2023,6,Appartement,26.0,105000.0,4038.46,2,83000,Centre-ville,43.123807,5.93086
2023-06-30,2023,6,Appartement,77.0,227900.0,2959.74,4,83200,Est (La Valette / La Garde),43.138961,5.893961
2023-06-30,2023,6,Appartement,74.0,210000.0,2837.84,4,83000,Centre-ville,43.112805,5.935768
2023-07-06,2023,7,Maison,54.0,250000.0,4629.63,3,83200,Est (La Valette / La Garde),43.139856,5.893605
2023-07-11,2023,7,Appartement,68.0,166280.0,2445.29,2,83000,Centre-ville,43.121185,5.93409
2023-07-07,2023,7,Appartement,68.0,146105.0,2148.6,2,83000,Centre-ville,43.128851,5.922729
2023-06-12,2023,6,Appartement,63.0,156000.0,2476.19,3,83200,Est (La Valette / La Garde),43.143338,5.914877
2023-07-04,2023,7,Appartement,81.0,315000.0,3888.89,4,83200,Est (La Valette / La Garde),43.13844,5.902973
2023-07-17,2023,7,Appartement,55.0,265000.0,4818.18,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.127666,5.958201
2023-06-29,2023,6,Appartement,26.0,75500.0,2903.85,1,83000,Centre-ville,43.122901,5.940396
2023-06-30,2023,6,Appartement,52.0,125000.0,2403.85,2,83200,Est (La Valette / La Garde),43.128927,5.915246
2023-07-17,2023,7,Maison,120.0,390000.0,3250.0,6,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.121684,5.975708
2023-06-30,2023,6,Maison,82.0,362000.0,4414.63,3,83000,Centre-ville,43.128542,5.951683
2023-06-29,2023,6,Appartement,105.0,265000.0,2523.81,4,83200,Est (La Valette / La Garde),43.129971,5.910664
2023-07-10,2023,7,Appartement,91.0,188400.0,2070.33,4,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.124343,5.947627
2023-07-03,2023,7,Appartement,52.0,200000.0,3846.15,3,83000,Centre-ville,43.10911,5.93405
2023-07-06,2023,7,Appartement,30.0,90000.0,3000.0,2,83000,Centre-ville,43.122204,5.933083
2023-07-05,2023,7,Appartement,77.0,110000.0,1428.57,4,83200,Est (La Valette / La Garde),43.12968,5.918209
2023-07-07,2023,7,Appartement,44.0,158400.0,3600.0,3,83000,Centre-ville,43.132512,5.936072
2023-07-07,2023,7,Appartement,57.0,158400.0,2778.95,3,83000,Centre-ville,43.132512,5.936072
2023-07-07,2023,7,Appartement,46.0,158400.0,3443.48,2,83000,Centre-ville,43.132512,5.936072
2023-07-07,2023,7,Appartement,40.0,132000.0,3300.0,2,83000,Centre-ville,43.125224,5.931983
2023-07-03,2023,7,Appartement,66.0,170000.0,2575.76,3,83100,Ouest (Le Mourillon / Saint-Jean-du-Var),43.123893,5.956638
2023-06-30,2023,6,Appartement,44.0,360000.0,8181.82,3,83200,Est (La Valette / La Garde),43.129414,5.895485
2023-06-30,2023,6,Appartement,36.0,360000.0,10000.0,2,83200,Est (La Valette / La Garde),43.129414,5.895485
2023-07-05,2023,7,Appartement,53.0,138000.0,2603.77,2,83200,Est (La Valette / La Garde),43.141503,5.90973
2023-07-18,2023,7,Appartement,75.0,257500.0,3433.33,4,83000,Centre-ville,43.131817,5.926691
2023-07-05,2023,7,Appartement,69.0,82000.0,1188.41,3,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-07-05,2023,7,Appartement,46.0,82000.0,1782.61,2,83200,Est (La Valette / La Garde),43.132226,5.918963
2023-07-03,2023,7,Appartement,92.0,371000.0,4032.61,4,83000,Centre-ville,,
